iter	MAE
255	8.959330884
256	8.945281006
257	8.915462991
258	8.885571422
259	8.859503726
260	8.831999508
261	8.806391399
262	8.798744078
263	8.777706519
264	8.757157788
265	8.732106793
266	8.704843463
267	8.676872335
268	8.654096643
269	8.623781843
270	8.589751542
271	8.572462564
272	8.546298464
273	8.516875575
274	8.499342262
275	8.493147795
276	8.477450557
277	8.428005754
278	8.405048165
279	8.394139554
280	8.387988512
281	8.362819869
282	8.332797709
283	8.316243774
284	8.294760656
285	8.283339839
286	8.262173787
287	8.25482772
288	8.248947368
289	8.224276032
290	8.20649841
291	8.197341505
292	8.167713095
293	8.155615632
294	8.13504886
295	8.118798415
296	8.108785374
297	8.089581845
298	8.076938394
299	8.064822493
300	8.047043928
301	8.03242059
302	8.022851767
303	8.011648794
304	7.993713093
305	7.98190793
306	7.956290697
307	7.929839063
308	7.908849398
309	7.901411582
310	7.892290894
311	7.877489311
312	7.86500327
313	7.85045095
314	7.83214927
315	7.81305819
316	7.797183788
317	7.769042694
318	7.7466707
319	7.726737181
320	7.696873666
321	7.672642114
322	7.666256482
323	7.653947407
324	7.648888344
325	7.641135377
326	7.622866023
327	7.603626545
328	7.586049931
329	7.570298024
330	7.548606273
331	7.542426926
332	7.524642791
333	7.504394806
334	7.479533761
335	7.471055572
336	7.464158727
337	7.459639306
338	7.448755599
339	7.408149264
340	7.384990003
341	7.360318982
342	7.338002192
343	7.305981799
344	7.296731584
345	7.268587131
346	7.25789705
347	7.250003147
348	7.226856367
349	7.2198242
350	7.206452257
351	7.196991876
352	7.182213339
353	7.16409962
354	7.157759043
355	7.124093556
356	7.103970901
357	7.095446673
358	7.08204932
359	7.068515083
360	7.053173255
361	7.042798129
362	7.027814364
363	7.012711818
364	6.998857518
365	6.98956932
366	6.982760531
367	6.960566325
368	6.950959776
369	6.946251288
370	6.942344874
371	6.923154461
372	6.914789524
373	6.906883077
374	6.894891117
375	6.881445648
376	6.873836401
377	6.862711686
378	6.842772063
379	6.829245545
380	6.815391023
381	6.800765249
382	6.789216446
383	6.784343388
384	6.764513963
385	6.741391476
386	6.732091491
387	6.715697201
388	6.699492392
389	6.685321
390	6.67214914
391	6.652641323
392	6.640158327
393	6.608655684
394	6.583318082
395	6.576840583
396	6.554227232
397	6.548125121
398	6.542077272
399	6.536539465
400	6.50820222
401	6.499859459
402	6.494065497
403	6.48485862
404	6.464066042
405	6.448560993
406	6.439787258
407	6.414052995
408	6.397786647
409	6.392724749
410	6.391494767
411	6.382842296
412	6.377626005
413	6.366810628
414	6.34284751
415	6.332023526
416	6.322408608
417	6.300246313
418	6.295852767
419	6.280272078
420	6.265269158
421	6.255062134
422	6.241140936
423	6.220639057
424	6.214593422
425	6.202938634
426	6.194400658
427	6.183898487
428	6.171710975
429	6.165886829
430	6.149138928
431	6.144746902
432	6.141773104
433	6.119100184
434	6.114592638
435	6.097454954
436	6.085236344
437	6.054087183
438	6.034425132
439	6.024255142
440	6.007686464
441	5.991004801
442	5.989436866
443	5.977950004
444	5.974209975
445	5.969775155
446	5.965104622
447	5.958584474
448	5.941417379
449	5.925314138
450	5.92374151
451	5.912531232
452	5.903682038
453	5.897341702
454	5.893079532
455	5.882735104
456	5.865209876
457	5.858724404
458	5.841701662
459	5.831671427
460	5.818015028
461	5.801639141
462	5.792577982
463	5.788559662
464	5.780430728
465	5.774632935
466	5.766436371
467	5.742693175
468	5.725987072
469	5.718204945
470	5.715725004
471	5.711395169
472	5.695692056
473	5.691263001
474	5.682541912
475	5.67482016
476	5.668001061
477	5.663566582
478	5.655141374
479	5.642342428
480	5.628715445
481	5.614088465
482	5.601630753
483	5.595700942
484	5.592963508
485	5.584652222
486	5.579868974
487	5.575671569
488	5.57368887
489	5.564639696
490	5.560528654
491	5.554049746
492	5.551303516
493	5.542344938
494	5.535354445
495	5.53232375
496	5.527349642
497	5.518649901
498	5.51676624
499	5.512374252
500	5.495887022
501	5.492058836
502	5.487402656
503	5.483740281
504	5.474356188
505	5.460223826
506	5.457014344
507	5.451242231
508	5.445969102
509	5.440691527
510	5.438829538
511	5.42939995
512	5.424418158
513	5.421048192
514	5.414669365
515	5.408397772
516	5.404761851
517	5.398232145
518	5.393991016
519	5.381414382
520	5.377295412
521	5.372128136
522	5.368090018
523	5.362681239
524	5.360404171
525	5.354410538
526	5.350995005
527	5.345588453
528	5.341557983
529	5.326431765
530	5.311278806
531	5.301771933
532	5.298920168
533	5.283483476
534	5.28041376
535	5.270340369
536	5.260256072
537	5.256955685
538	5.250536207
539	5.244866374
540	5.243009402
541	5.235088643
542	5.232518048
543	5.230315365
544	5.224659307
545	5.219164935
546	5.211737275
547	5.204648647
548	5.194648828
549	5.186811108
550	5.176398077
551	5.17071236
552	5.166615421
553	5.164387257
554	5.149166503
555	5.142818325
556	5.141666232
557	5.135307083
558	5.13265475
559	5.115546522
560	5.113488863
561	5.110666808
562	5.106712241
563	5.096695456
564	5.093920428
565	5.087184832
566	5.085216481
567	5.078905001
568	5.070932918
569	5.06595964
570	5.056534464
571	5.051740012
572	5.044614847
573	5.036957435
574	5.026274353
575	5.020315178
576	5.016267601
577	5.01545044
578	5.011102522
579	5.009534207
580	5.00710478
581	5.005012347
582	4.994203538
583	4.991296842
584	4.979548408
585	4.96998766
586	4.964178145
587	4.957160169
588	4.954205965
589	4.948824907
590	4.945492036
591	4.941578122
592	4.936513441
593	4.932144145
594	4.924587572
595	4.920024871
596	4.917277232
597	4.915525259
598	4.9134237
599	4.911619108
600	4.898485161
601	4.882470335
602	4.876286391
603	4.862532892
604	4.859857998
605	4.857819337
606	4.852252977
607	4.84557776
608	4.84297956
609	4.839103871
610	4.836743394
611	4.830735901
612	4.824771034
613	4.823693798
614	4.812458009
615	4.804551951
616	4.799369083
617	4.778382483
618	4.772766607
619	4.767851756
620	4.760664593
621	4.753868734
622	4.748362449
623	4.745177145
624	4.737478804
625	4.732794525
626	4.718472692
627	4.698608281
628	4.6955685
629	4.68723181
630	4.679152946
631	4.675494975
632	4.674485301
633	4.670225507
634	4.651055091
635	4.647779135
636	4.642626305
637	4.629107169
638	4.623166273
639	4.622224626
640	4.620618063
641	4.616920169
642	4.615863232
643	4.610780824
644	4.60574756
645	4.599982569
646	4.588202935
647	4.579250706
648	4.577361342
649	4.57172494
650	4.570970134
651	4.570158498
652	4.56866631
653	4.564207033
654	4.563583485
655	4.557875086
656	4.550700351
657	4.539929016
658	4.530896793
659	4.522011539
660	4.518705075
661	4.515106422
662	4.507525284
663	4.50231886
664	4.498532992
665	4.489500228
666	4.484085025
667	4.481809689
668	4.478088805
669	4.470823593
670	4.466948931
671	4.45838926
672	4.457467857
673	4.45436656
674	4.450901916
675	4.4469838
676	4.439027772
677	4.434116662
678	4.430112595
679	4.428584503
680	4.427325782
681	4.423085751
682	4.417412266
683	4.413182616
684	4.407576006
685	4.402621068
686	4.400784212
687	4.395770255
688	4.384659852
689	4.38185779
690	4.369261256
691	4.363046792
692	4.35762297
693	4.350586353
694	4.34714606
695	4.342632191
696	4.34016985
697	4.338306671
698	4.336138116
699	4.333103343
700	4.328979456
701	4.325781178
702	4.323876155
703	4.31838561
704	4.312613434
705	4.308537118
706	4.299449127
707	4.297300602
708	4.296297981
709	4.295532511
710	4.294634335
711	4.289599827
712	4.288340774
713	4.281573224
714	4.276880525
715	4.273113587
716	4.272074773
717	4.26387096
718	4.262306018
719	4.255891122
720	4.251576613
721	4.250037752
722	4.245088288
723	4.240887207
724	4.235695863
725	4.234934163
726	4.229744496
727	4.228162809
728	4.222792192
729	4.218168835
730	4.2051844
731	4.203050456
732	4.199486253
733	4.1893575
734	4.187581052
735	4.18332308
736	4.180871072
737	4.176630724
738	4.175754249
739	4.170097783
740	4.164810048
741	4.160250954
742	4.156114933
743	4.144326201
744	4.14263338
745	4.139924957
746	4.137858863
747	4.131850027
748	4.124501749
749	4.118715871
750	4.113925787
751	4.10834065
752	4.100608372
753	4.091234317
754	4.083078913
755	4.080866821
756	4.072329402
757	4.065802603
758	4.06296277
759	4.051593483
760	4.05026236
761	4.046533617
762	4.041579516
763	4.037579587
764	4.033577441
765	4.026568811
766	4.022004386
767	4.017942097
768	4.016090262
769	4.012379606
770	4.010691701
771	4.003026402
772	3.998003652
773	3.996146453
774	3.982874289
775	3.982142034
776	3.97717771
777	3.976069877
778	3.973388436
779	3.968066348
780	3.961761783
781	3.956548235
782	3.951015959
783	3.948146328
784	3.941203025
785	3.940452768
786	3.933638566
787	3.930137
788	3.928292083
789	3.911743591
790	3.907359324
791	3.906219885
792	3.900964461
793	3.899517544
794	3.897097677
795	3.893518625
796	3.8831977
797	3.870515996
798	3.865071352
799	3.854299434
800	3.84785194
801	3.843958619
802	3.842745557
803	3.839346629
804	3.832392032
805	3.831842658
806	3.830696699
807	3.82895164
808	3.824487675
809	3.820468182
810	3.817829649
811	3.81374542
812	3.80733521
813	3.806594265
814	3.806020107
815	3.798719013
816	3.795590201
817	3.78930147
818	3.781526496
819	3.780809476
820	3.777574891
821	3.77661442
822	3.768625445
823	3.763927106
824	3.763139265
825	3.754832937
826	3.750901481
827	3.745752206
828	3.741896205
829	3.741100784
830	3.737758482
831	3.736296211
832	3.733527592
833	3.730720004
834	3.729250297
835	3.725648096
836	3.724701445
837	3.723362989
838	3.722157572
839	3.720879953
840	3.717071332
841	3.700973863
842	3.697005802
843	3.689920482
844	3.686878937
845	3.685017597
846	3.682045067
847	3.673753402
848	3.671652566
849	3.668710387
850	3.666061712
851	3.66114789
852	3.658273202
853	3.656798868
854	3.655169146
855	3.654687556
856	3.653598188
857	3.652787778
858	3.651289835
859	3.648308074
860	3.647952196
861	3.645854883
862	3.642916397
863	3.640801094
864	3.639631178
865	3.638484394
866	3.633394802
867	3.632441385
868	3.631766882
869	3.626939756
870	3.626767584
871	3.625601821
872	3.624677707
873	3.623619806
874	3.622402092
875	3.621263354
876	3.620823629
877	3.619521639
878	3.618227773
879	3.611845086
880	3.610199769
881	3.602770658
882	3.600952532
883	3.597764163
884	3.594796272
885	3.593413701
886	3.590862623
887	3.589754624
888	3.58736882
889	3.58712938
890	3.586110223
891	3.583684313
892	3.581613304
893	3.579865995
894	3.576974721
895	3.574745143
896	3.572442715
897	3.566788896
898	3.566324356
899	3.562574951
900	3.561999958
901	3.559235519
902	3.557456303
903	3.553100659
904	3.549769172
905	3.542079694
906	3.538058891
907	3.529102769
908	3.519362636
909	3.517079889
910	3.513667538
911	3.51083369
912	3.510088963
913	3.50570692
914	3.501322821
915	3.496606073
916	3.490169099
917	3.48788618
918	3.485931019
919	3.479659234
920	3.477539576
921	3.474711982
922	3.474431034
923	3.473810908
924	3.47327719
925	3.469180894
926	3.466408653
927	3.464868946
928	3.45067934
929	3.444733838
930	3.443611565
931	3.436936683
932	3.436489016
933	3.433493928
934	3.43017032
935	3.429540084
936	3.428639228
937	3.427156861
938	3.422918217
939	3.41366343
940	3.412516295
941	3.411543096
942	3.404120254
943	3.403161313
944	3.39876171
945	3.396370269
946	3.392716185
947	3.390272915
948	3.388612195
949	3.384233315
950	3.382967253
951	3.372550825
952	3.369250235
953	3.363043643
954	3.361671704
955	3.361132216
956	3.359156322
957	3.358232196
958	3.341448295
959	3.338537418
960	3.336239482
961	3.335371903
962	3.320402538
963	3.313447673
964	3.312644796
965	3.30930188
966	3.307540664
967	3.30579695
968	3.302973719
969	3.29059441
970	3.28839009
971	3.286825364
972	3.276574365
973	3.275315294
974	3.2727342
975	3.267757924
976	3.267127391
977	3.266639158
978	3.263853169
979	3.260590551
980	3.258965596
981	3.258119035
982	3.251821305
983	3.248501945
984	3.244191601
985	3.238370633
986	3.223571734
987	3.221967629
988	3.220969004
989	3.21971453
990	3.218141643
991	3.215036231
992	3.213292494
993	3.211623936
994	3.210865496
995	3.207887742
996	3.204215167
997	3.202253947
998	3.196233409
999	3.193317783
